Group,Phase,Mineralogy,Grain Label,Reference,Meteorite,Technique,Size (nm),Notes,17O/16O,Error[17O/16O],18O/16O,Error[18O/16O],d(29Si/28Si),Error[d(29Si/28Si)],d(30Si/28Si),Error[d(30Si/28Si)],d(25Mg/24Mg),Error[d(25Mg/24Mg)],d(26Mg/24Mg),Error[d(26Mg/24Mg)],27Al/24Mg,Error[27Al/24Mg],26Al/27Al,Error[26Al/27Al],41Ca/42Ca,Error[41Ca/42Ca],d(42Ca/40Ca),Error[d(42Ca/40Ca)],d(43Ca/40Ca),Error[d(43Ca/40Ca)],d(44Ca/40Ca),Error[d(44Ca/40Ca)],d(46Ti/48Ti),Error[d(46Ti/48Ti)],d(47Ti/48Ti),Error[d(47Ti/48Ti)],d(49Ti/48Ti),Error[d(49Ti/48Ti)],d(50Ti/48Ti),Error[d(50Ti/48Ti)],d(50Cr/52Cr),Error[d(50Cr/52Cr)],d(53Cr/52Cr),Error[d(53Cr/52Cr)],d(54Cr/52Cr),Error[d(54Cr/52Cr)],d(54Fe/56Fe),Error[d(54Fe/56Fe)],d(57Fe/56Fe),Error[d(57Fe/56Fe)],d(58Fe/56Fe),Error[d(58Fe/56Fe)],d(60Ni/58Ni),Error[d(60Ni/58Ni)],d(61Ni/58Ni),Error[d(61Ni/58Ni)],d(62Ni/58Ni),Error[d(62Ni/58Ni)]
1,Silicate,Olivine,9,Busemann EPS lett 2009,IDP E1,"CIW 6f, CIW NanoSIMS",350,,0.0011810000,0.0000220000,0.0021100000,2.20E-05,28,20,12,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,10,Busemann EPS lett 2009,IDP E1,"CIW 6f, CIW NanoSIMS",500,,0.0007220000,0.0000100000,0.0014700000,1.00E-05,4,10,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,11,Busemann EPS lett 2009,IDP E1,"CIW 6f, CIW NanoSIMS",340,,0.0007420000,0.0000170000,0.0022500000,1.70E-05,24,17,70,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Silicate,,3,Busemann EPS lett 2009,IDP G4,"CIW 6f, CIW NanoSIMS",280,,0.0002870000,0.0000140000,0.0018500000,1.40E-05,-8,21,-72,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Silicate,,4,Busemann EPS lett 2009,IDP G4,"CIW 6f, CIW NanoSIMS",310,,0.0002620000,0.0000130000,0.0019300000,1.30E-05,67,26,95,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Silicate,,5,Busemann EPS lett 2009,IDP G4,"CIW 6f, CIW NanoSIMS",450,,0.0002740000,0.0000080000,0.0018300000,8.00E-06,27,17,26,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Silicate,GEMS?,6,Busemann EPS lett 2009,IDP G4,"CIW 6f, CIW NanoSIMS",300,,0.0003060000,0.0000120000,0.0017600000,1.20E-05,-54,25,-18,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,, B1 ,Floss GCA 2006,IDP Benavente,Wash U NanoSIMS,390 x 390,,0.0009255870,0.0000304720,0.0020168288,4.81E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,, D1 ,Floss GCA 2006,IDP Deledda,Wash U NanoSIMS,195 x 155,,0.0006056310,0.0000380900,0.0019246080,8.02E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,, dG1 ,Floss GCA 2006,IDP du Gard,Wash U NanoSIMS,300 x 300,,0.0005599230,0.0000228540,0.0019025552,4.41E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Fe-rich pyroxene, H1 ,Floss GCA 2006,IDP Hesse,Wash U NanoSIMS,300 x 245,,0.0006322940,0.0000304720,0.0021651840,6.01E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,, K1 ,Floss GCA 2006,IDP Kipling,Wash U NanoSIMS,340 x 480,,0.0008151260,0.0000380900,0.0020368768,5.81E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Fe-rich pyroxene,G2 ,Floss GCA 2006,IDP Galsworthy,Wash U NanoSIMS,300 x 350,,0.0008151260,0.0000190450,0.0017542000,3.01E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Mg-rich pyroxene,G3 ,Floss GCA 2006,IDP Galsworthy,Wash U NanoSIMS,200 x 440,,0.0014245660,0.0000495170,0.0013953408,4.61E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Silicate,GEMS?, E1 ,Floss GCA 2006,IDP Eliot,Wash U NanoSIMS,550 x 700,,0.0004418440,0.0000114270,0.0024819424,2.41E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Silicate,Mg-rich pyroxene, G1 ,Floss GCA 2006,IDP Galsworthy,Wash U NanoSIMS,350 x 350,,0.0004837430,0.0000190450,0.0026182688,4.21E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Silicate,GEMS?,H2 ,Floss GCA 2006,IDP Hesse,Wash U NanoSIMS,245 x 245,,0.0004113720,0.0000304720,0.0031475360,8.02E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Si-poor,2b-11-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",230 x 230,,0.0006900000,0.0000200000,0.0019300000,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,2b-2-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",230 x 230,,0.0009100000,0.0000290000,0.0018700000,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Olivine,2b-8-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",250 x 300,,0.0008100000,0.0000440000,0.0009700000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Pyroxene,2b-9-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",230 x 230,,0.0005210000,0.0000200000,0.0018900000,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,2c-1-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",200 x 200,,0.0015700000,0.0000400000,0.0017900000,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Olivine,2c-3-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",200 x 200,,0.0004940000,0.0000260000,0.0017600000,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Intermediate,2c-5-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",190 x 190,,0.0010200000,0.0000400000,0.0019400000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,2c-8-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",190 x 190,,0.0007040000,0.0000350000,0.0019400000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Pyroxene,2d-1-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",190 x 190,,0.0005050000,0.0000240000,0.0016300000,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Pyroxene,2d-3-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",300 x 300,,0.0005990000,0.0000240000,0.0020100000,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Intermediate,2d-3-o2 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",250 x 250,,0.0005740000,0.0000260000,0.0015400000,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Si-poor,4b-14-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",250 x 200,,0.0005940000,0.0000270000,0.0019200000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Si-rich,4b-17-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",230 x 230,,0.0006430000,0.0000370000,0.0011200000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Pyroxene,4b-20-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",190 x 190,,0.0008690000,0.0000120000,0.0010400000,1.20E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Pyroxene,4b-2-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",230 x 230,,0.0005550000,0.0000300000,0.0016200000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Intermediate,4b-3-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",190 x 190,,0.0006780000,0.0000350000,0.0019800000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Pyroxene,4b-7-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",190 x 190,,0.0007210000,0.0000500000,0.0018500000,8.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Intermediate,4b-8-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",190 x 250,,0.0006070000,0.0000230000,0.0016100000,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Pyroxene,4c-12-o1,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",200 x 200,,0.0007780000,0.0000340000,0.0017700000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,4c-18-o1,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",190 x 190,,0.0005990000,0.0000420000,0.0019500000,7.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Pyroxene,4c-3-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",310 x 310,,0.0005310000,0.0000300000,0.0017500000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Pyroxene,4c-7-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",230 x 230,,0.0008380000,0.0000570000,0.0019700000,8.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Pyroxene,5-10-o11 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",200 x 150,,0.0007520000,0.0000290000,0.0018500000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Intermediate,5-11-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",200 x 200,,0.0008080000,0.0000390000,0.0020000000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Intermediate,5-14-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",230 x 230,,0.0005910000,0.0000300000,0.0020400000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Intermediate,5-15-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",190 x 190,,0.0008880000,0.0000340000,0.0018700000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Olivine,5-22-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",250 x 300,,0.0008920000,0.0000370000,0.0020300000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Al-rich,5-4-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",230 x 230,,0.0007330000,0.0000320000,0.0019200000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Al-rich,5-4-o2 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",190 x 190,,0.0007000000,0.0000320000,0.0020100000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Olivine,5-7-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",320 x 320,,0.0010700000,0.0000300000,0.0018400000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Olivine,5-7-o2 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",350 x 350,,0.0006860000,0.0000310000,0.0018800000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Intermediate,5-7-o3 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",250 x 300,,0.0005440000,0.0000260000,0.0018500000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Intermediate,5b-10-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",230 x 260,,0.0006960000,0.0000330000,0.0013200000,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Si-rich,5b-11-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",230 x 230,,0.0005390000,0.0000260000,0.0017800000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Pyroxene,5b-11-o2 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",230 x 230,,0.0005250000,0.0000260000,0.0019800000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Intermediate,5b-1-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",230 x 230,,0.0018300000,0.0000500000,0.0019300000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Pyroxene,5b-1-o2 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",190 x 190,,0.0017600000,0.0000500000,0.0019600000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Intermediate,5b-3-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",300 x 300,,0.0013000000,0.0000500000,0.0018600000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Intermediate,5b-3-o2 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",250 x 250,,0.0007800000,0.0000290000,0.0020000000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Intermediate,5b-3-o3 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",190 x 190,,0.0006000000,0.0000270000,0.0019800000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Olivine,5b-5-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",150 x 150,,0.0004780000,0.0000280000,0.0015700000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Intermediate,5b-6-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",230 x 230,,0.0005770000,0.0000310000,0.0016200000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Pyroxene,6-3-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",230 x 230,,0.0005900000,0.0000260000,0.0020800000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Pyroxene,6-8-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",230 x 230,,0.0006450000,0.0000340000,0.0013900000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Pyroxene,6b-10-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",250 x 250,,0.0018900000,0.0000500000,0.0019500000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Pyroxene,6b-11-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",230 x 310,,0.0008000000,0.0000330000,0.0019200000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Olivine,6b-2-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",230 x 230,,0.0005040000,0.0000210000,0.0021200000,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,SiO2?,6b-6-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",150 x 150,,0.0017900000,0.0000400000,0.0019900000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Olivine,7-1-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",250 x 350,,0.0011300000,0.0000300000,0.0018300000,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Olivine,7-1-o2 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",300 x 250,,0.0005740000,0.0000180000,0.0017200000,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Si-rich,7b-1-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",190 x 230,,0.0006270000,0.0000310000,0.0018700000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Intermediate,7b-8-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",190 x 190,,0.0005990000,0.0000300000,0.0020400000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Si-rich,8-5-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",190 x 190,,0.0005500000,0.0000270000,0.0020100000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Silicate,,2b-2-o2 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",390 x 230,,0.0003710000,0.0000140000,0.0014700000,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Silicate,Si-poor,2b-4-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",230 x 230,,0.0002520000,0.0000160000,0.0018000000,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Silicate,,2c-6-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",230 x 230,,0.0003840000,0.0000220000,0.0029200000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Silicate,,4b-15-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",190 x 190,,0.0003030000,0.0000240000,0.0026100000,7.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Silicate,Pyroxene,4c-2-o1 ,Floss GCA 2009,MET 00426,"Wash U NanoSIMS, Auger",300 x 250,,0.0003660000,0.0000270000,0.0030300000,8.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Silicate,Si-poor,6-1-o1 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",250 x 350,,0.0004250000,0.0000240000,0.0037700000,7.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Silicate,Intermediate,6b-10-o2 ,Floss GCA 2009,QUE 99177,"Wash U NanoSIMS, Auger",275 x 230,,0.0005970000,0.0000270000,0.0024700000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,Ferromagnesian ,14a,Floss MAPS 2010,IDP (Andric),"Wash U NanoSIMS, Wash U Auger",160 x 200,,0.0007310000,0.0000560000,0.0019000000,9.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Silicate,,23,Floss MAPS 2010,IDP (Andric),"Wash U NanoSIMS, Wash U Auger",125 x 250,,0.0003760000,0.0000190000,0.0022900000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,GEMS,g13 s6_21,Keller GCA 2011,IDP L2005AL5,"TEM, JSC NanoSIMS 50L",180,"Other techniques: STEM, EDX",0.0007790000,0.0000600000,0.0019500000,9.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,GEMS,g15 s2_1,Keller GCA 2011,IDP L2005AL5,"TEM, JSC NanoSIMS 50L",330,"Other techniques: STEM, EDX",0.0005420000,0.0000300000,0.0018100000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Silicate,GEMS,g19 s1_14,Keller GCA 2011,IDP L2005AL5,"TEM, JSC NanoSIMS 50L",330,"Other techniques: STEM, EDX",0.0002810000,0.0000300000,0.0018800000,7.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Silicate,GEMS,g15 s1_11,Keller GCA 2011,IDP L2005AL5,"TEM, JSC NanoSIMS 50L",550,"Other techniques: STEM, EDX",0.0003830000,0.0000200000,0.0023100000,7.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,1_1,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,300x500,,0.0005810000,0.0000300000,0.0020400000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,2_8,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,350x350,,0.0005030000,0.0000300000,0.0018800000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,6_9,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,225x225,,0.0005190000,0.0000280000,0.0020600000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,6_10,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,570x430,,0.0016680000,0.0001020000,0.0018000000,8.00E-05,118,41,61,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,6_15_1,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,325x325,,0.0007060000,0.0000360000,0.0019700000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,6_15_2,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,400x200,,0.0005310000,0.0000330000,0.0015400000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,7_1,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,400x300,,0.0005000000,0.0000230000,0.0020300000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,7_14,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,375x200,,0.0005870000,0.0000200000,0.0019200000,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,7_24,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,290x440,,0.0009450000,0.0000990000,0.0019500000,9.00E-05,26,53,71,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,8_17,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,200x125,,0.0005030000,0.0000270000,0.0020200000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,9_5,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,250x125,,0.0006220000,0.0000330000,0.0019700000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,10_19_1,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,350x350,,0.0006220000,0.0000310000,0.0019400000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,10_19_2,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,275x275,,0.0005160000,0.0000270000,0.0020100000,5.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,10_23,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,350x175,,0.0005840000,0.0000440000,0.0021000000,8.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,11_2,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,325x200,,0.0005240000,0.0000310000,0.0018500000,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Silicate,,11_11,Leitner ApJ 2012,NWA 852,MPI NanoSIMS,460x180,,0.0026080000,0.0002910000,0.0018300000,8.00E-05,100,46,-18,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
